,hotelname,score,title,review
522,Royal Plaza on Scotts,10,“ It was a great stay and I will recommend to anyone visiting Singapore and wants to be around Orchard ”,N/A Beautiful hotel good location close to everything you need Singapore. Stayed in January 2020
523,Royal Plaza on Scotts,10,“ Fantastic ”,nothing! breakfast was splendid! Stayed in December 2019
524,Royal Plaza on Scotts,3.3,Poor,Stained carpets Location Stayed in January 2020
525,Royal Plaza on Scotts,4.2,Disappointing,Doesn’t worth the high cost. No variety in brake fast. Stayed in January 2020
526,Royal Plaza on Scotts,6.0,Pleasant,The spread at breakfast has gone down: not enough fruits: no Mosley. Rooms are clean Stayed in January 2020
527,Royal Plaza on Scotts,10,“ AMAZING SINGAPORE AND CLOSE BY SHAW CENTRE AND THEATRE ”,"The mini bars had only 2 bottles of water and 2 canned juices.As we expected better from our 3 rd time stay there.We called the reception and was told there was a change. BEST HOTEL TO ME.CONVENIENT LOCATIONS FOR SHOPPING FOOD COURT AND MOVIESSAFE CITY AND PLACE TO BE Stayed in January 2020"
528,Royal Plaza on Scotts,10,“ AMAZING SINGAPORE. YOU FEEL SAFE TO WALK AFTER MIDNIGHT. ”,"5 th time there.Room clean and best croissants at breakfast timeConvenient location next to Shaw Center.Walking distance to shopping mall and food courts. Stayed in January 2020"
529,Royal Plaza on Scotts,10,“ Lovely ”,"Nothing Location is great, breakfast was fantastic Stayed in January 2020"
530,Royal Plaza on Scotts,6.0,“ room facilities equal to 3 or 4 stars hotel ”,Not meet expectation for 5 stars hotel just fine and meet expectation Stayed in January 2020
531,Royal Plaza on Scotts,10,Exceptional,None. The hotel staff were very helpful to provide lounge as we reached there by early morning flight. The room was spotless clean and spacious. Stayed in December 2019
532,Royal Plaza on Scotts,10,Exceptional,"Location, staff and management Stayed in December 2019"
533,Royal Plaza on Scotts,10,Exceptional,Nothing Everything Stayed in December 2019
534,Royal Plaza on Scotts,10,“ Great service and staff ”,The pool area was below expectation. Didn't have a welcoming ambiance. Exceptional service and care shown by the hotel staff. The positive energy made the difference. A special kudos to the elderly gentleman at the front door...he was a pleasure to deal with. The room and amneties were as per my expectations. A special mention to the front office staff that did the check in / out...simply outstanding. The entire process was smooth and efficient. Stayed in December 2019
535,Royal Plaza on Scotts,10,“ Will be back! ”,Nothing Clean and comfortable rooms. Good location for shopping and food. Stayed in December 2019
536,Royal Plaza on Scotts,10,“ Excellent ”,"Location, cleanliness and very comfortable. Stayed in December 2019"
537,Royal Plaza on Scotts,10,Exceptional,Nothing Perfect location Stayed in December 2019
538,Royal Plaza on Scotts,6.3,Pleasant,"Toilet (stained) was not clean, definitely not up to the standard which hotel claims. Glass door for the bathroom had sharp corner which almost injured my toe. Shower functions were not user friendly. Bed size was not enough so as the room size. Water spills out of bathroom. Location, staff (specifically Selva) are generally good. Stayed in December 2019"
539,Royal Plaza on Scotts,10,Exceptional,Nothing. Everything. Location perfect. Room super clean. Breakfast was superb. Stayed in December 2019
540,Royal Plaza on Scotts,10,Exceptional,Always my favourite hotel to stay whenever i come to singapore my 2nd hometown 💖💖 The location and of course the room especially the bed 😍😍 Stayed in December 2019
541,Royal Plaza on Scotts,10,“ Number one place to stay with your family ”,It’s a Muslim friendly hotel where it serves Halal foods and drinks. And ofcourse their hotel cleanliness are spotless. Stayed in December 2019
542,Royal Plaza on Scotts,10,“ Perfect Central hotel - and Halal! ”,"First time I stayed in Orchard Road area as I was with my wife and baby (usually stay in City Hall area). Hotel and staff fantastic, location is perfect for all the nearby shopping and easy access to CBD, Marina Bay, Kampong Glam, Chinatown etc. Beautiful and fragrant hotel lobby, superfast lifts, great sized deluxe room with complimentary minibar, clean and tidy rooms, a big and delicious buffet breakfast with local Asian delights and the usual Western continental breakfast (do get there early as buffet shuts at 10am and popular food items are gone by 9:30am especially on busy weekends and expect to queue for a table on weekends). For Muslim travellers, a bonus - all food served is Halal. Highly recommend this hotel. Stayed in December 2019"
543,Royal Plaza on Scotts,10,Exceptional,"The cleanliness, helpful and friendly staff, the location, the room size, the air con, the free mini bar, the comfortable beds and the expansive lobby. Stayed in December 2019"
544,Royal Plaza on Scotts,4.6,“ No respect of my demand ”,Can’t change my room ! I ask for a room with a nice view and high level. We were very low and the view was the wall of the building. So disappointed ! Stayed in December 2019
545,Grand Copthorne Waterfront,5.0,“ It’s a normal class hotel not luxury ”,Room size which we booked club was really very sad and small Breakfast is good for Indians and Expact hotel needs renovations looks old room and facilities Stayed in August 2022
546,Grand Copthorne Waterfront,9.0,“ Great hospitality experience ”,Good value for money Stayed in August 2022
547,Grand Copthorne Waterfront,5.0,“ This is not a 5 star hotel - please be careful! ”,"My room was tired and the pool is nothing like the pictures. You need to schedule your breakfast and I couldn't 'book' the time I wanted. In room services are very 4 star (no coffee machine, no glasses for water and bathroom amenities are like a poor travel lodge hotel ie small and mean). Despite filling in loads of pre arrival information including credit card info - they insist on doing it all again at check in, it took over 20 minutes to get my key. maintenance staff decided to work around the pool during may one visit, to erect new parasols, they were so load I left; I feel sure a real 5 star hotel would do this when there were no customers around! Hotel location is great - waterfront feature is good - staff are friendly - buffet arrangement gave good choice and good value for money. There is a pool and a gym - although they are tired and in need of help Stayed in August 2022"
548,Grand Copthorne Waterfront,9.0,Awesome,n/a all was excellent Stayed in July 2022
549,Grand Copthorne Waterfront,10,“ would love to book for a 1 night’s stay every Friday- Saturday if the prices dropped ”,"prices for 1 night getting more expensive. i have been booking for 1 night stays frequently. amazing buffet spread, amazing view, excellent staff Stayed in July 2022"
550,Grand Copthorne Waterfront,9.0,“ Beautiful views. Great location. ”,Check in staff were not friendly at all. Location. Beautiful views. Stayed in August 2022
551,Grand Copthorne Waterfront,9.0,“ excellent ”,"nothing lovely situation - by the river 
staff very friendly and helpful
very clean Stayed in August 2022"
552,Grand Copthorne Waterfront,1.0,“ Unclean.  Would NOT stay again ”,Both rooms we were offered were disgusting.  There were pubic hairs on the bathroom floors and years worth of grime on the showers and behind the bedside cabinets. Nothing Stayed in July 2022
